Рут ок, едем.
Листинг mixer controls:
Mixer name: 'mt6895-mt6368'
Number of controls: 774
ctl     type    num     name                                     value
417     BYTE    128     Ultrasound Tag                            00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
418     INT     1       Ultrasound Log Level                     0
419     BYTE    448     Ultrasound Calibration Ext Data           de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef  de  ad  be  ef
420     BYTE    448     Ultrasound Diagnostics Data               00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
421     ENUM    1       Ultrasound Diagnostics Request           Off
422     INT     1       Ultrasound Custom Setting 0              0
423     INT     1       Ultrasound Custom Setting 1              0
424     INT     1       Ultrasound Custom Setting 2              0
425     INT     1       Ultrasound Custom Setting 3              0
426     INT     1       Ultrasound Custom Setting 4              0
427     INT     1       Ultrasound Custom Setting 5              0
428     INT     1       Ultrasound Custom Setting 6              0
429     INT     1       Ultrasound Custom Setting 7              0
430     INT     1       Ultrasound Custom Setting 8              0
431     INT     1       Ultrasound Custom Setting 9              0
432     INT     1       Ultrasound Custom Setting 10             0
433     INT     1       Ultrasound Custom Setting 11             0
434     INT     1       Ultrasound Custom Setting 12             0
435     INT     1       Ultrasound Custom Setting 13             0
436     INT     1       Ultrasound Custom Setting 14             0
437     INT     1       Ultrasound Custom Setting 15             0
438     ENUM    1       Ultrasound Tx Port                       Off
439     ENUM    1       Ultrasound Rx Port                       Off
440     BOOL    1       Ultrasound Suspend                       Off
441     BOOL    1       Ultrasound Input                         Off
442     BOOL    1       Ultrasound Output                        Off
443     INT     1       Ultrasound Event                         0
444     INT     1       Ultrasound Calibration Method            0
445     BYTE    432     Ultrasound ML                             00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
446     INT     1       Ultrasound Debug Mode                    0
447     INT     1       Ultrasound Context                       0
448     BYTE    68      Ultrasound Sensor Data                    00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
449     INT     1       Ultrasound Capture                       0
450     INT     1       Ultrasound Tx Channels                   0
451     INT     1       Ultrasound Library Id                    0
452     ENUM    1       Headphone Plugged In                     Off
453     INT     1       Audio HP ImpeDance Setting               0
454     ENUM    1       PMIC_REG_CLEAR                           (null)
455     ENUM    1       DMic Used                                Off
456     INT     1       Audio VOWCFG0 Data                       0
457     INT     1       Audio VOWCFG1 Data                       0
458     INT     1       Audio VOWCFG2 Data                       17219
459     INT     1       Audio VOWCFG3 Data                       42856
460     INT     1       Audio VOWCFG4 Data                       15461     INT     1       Audio VOWCFG5 Data                       1
462     INT     1       Audio_VOW_Periodic                       0
463     BYTE    128     Audio_VOW_Periodic_Param                 464       INT     2       Headset Volume                           31 31
465     INT     2       Lineout Volume                           31 31
466     INT     1       Handset Volume                           0
467     INT     1       PGA1 Volume                              2
468     INT     1       PGA2 Volume                              2
469     INT     1       PGA3 Volume                              0
470     ENUM    1       RCV Fast Use Case Delta File             cs35l41-delta-rcv-music.txt
471     INT     1       RCV Digital PCM Volume                   0
472     INT     1       RCV AMP PCM Gain                         17473     INT     1       RCV ASPTX1 Slot Position                 0
474     INT     1       RCV ASPTX2 Slot Position                 1
475     INT     1       RCV ASPTX3 Slot Position                 2
476     INT     1       RCV ASPTX4 Slot Position                 3
477     INT     1       RCV ASPRX1 Slot Position                 0
478     INT     1       RCV ASPRX2 Slot Position                 1
479     ENUM    1       RCV PCM Soft Ramp                        4ms
480     BOOL    1       RCV DSP Booted                           On481     BOOL    1       RCV AMP Reset                            Off
482     BOOL    1       RCV CCM Reset                            Off
483     BOOL    1       RCV Force Interrupt                      Off
484     BOOL    1       RCV Hibernate Force Wake                 Off
485     BOOL    1       RCV Fast Use Case Switch Enable          On486     BOOL    1       RCV Firmware Reload Tuning               Off
487     BOOL    1       RCV GLOBAL_EN from GPIO Control          Off
488     INT     1       RCV Boost Converter Enable               2
489     INT     1       RCV Noise Gate                           16245
490     BOOL    1       RCV Boost Class-H Tracking Enable        On491     INT     1       RCV Boost Target Voltage                 0
492     BOOL    1       RCV DSP1 Preload Switch                  On493     ENUM    1       RCV DSP1 Firmware                        Protection
494     BOOL    1       RCV Safety Volume Ramp Status            Off
495     BOOL    1       RCV Manual Ramp Control                  Off
496     INT     1       RCV Initial Ramp Volume Attenuation      0
497     INT     1       RCV Knee Ramp Volume Attenuation         0
498     INT     1       RCV Ramp Knee Time                       0
499     INT     1       RCV Ramp End Time                        0
500     INT     1       RCV Auto Ramp Safety Timeout             0
501     ENUM    1       RCV Audio Output Device                  Speaker
502     INT     1       RCV Calibration Resistance               8315
503     INT     1       RCV Ambient Temperature                  0
504     BOOL    1       RCV AMP Active Status                    Off
505     BOOL    1       RCV Spksw Gpio Switch                    Off
506     BYTE    128     RCV AMP WR Registers                      00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
507     ENUM    1       SPK Fast Use Case Delta File             cs35l41-delta-spk-music.txt
508     INT     1       SPK Digital PCM Volume                   0
509     INT     1       SPK AMP PCM Gain                         17510     INT     1       SPK ASPTX1 Slot Position                 0
511     INT     1       SPK ASPTX2 Slot Position                 1
512     INT     1       SPK ASPTX3 Slot Position                 2
513     INT     1       SPK ASPTX4 Slot Position                 3
514     INT     1       SPK ASPRX1 Slot Position                 0
515     INT     1       SPK ASPRX2 Slot Position                 1
516     ENUM    1       SPK PCM Soft Ramp                        4ms
517     BOOL    1       SPK DSP Booted                           On518     BOOL    1       SPK AMP Reset                            Off
519     BOOL    1       SPK CCM Reset                            Off
520     BOOL    1       SPK Force Interrupt                      Off
521     BOOL    1       SPK Hibernate Force Wake                 Off
522     BOOL    1       SPK Fast Use Case Switch Enable          On523     BOOL    1       SPK Firmware Reload Tuning               Off
524     BOOL    1       SPK GLOBAL_EN from GPIO Control          Off
525     INT     1       SPK Boost Converter Enable               2
526     INT     1       SPK Noise Gate                           16245
527     BOOL    1       SPK Boost Class-H Tracking Enable        On528     INT     1       SPK Boost Target Voltage                 0
529     BOOL    1       SPK DSP1 Preload Switch                  On530     ENUM    1       SPK DSP1 Firmware                        Protection
531     BOOL    1       SPK Safety Volume Ramp Status            Off
532     BOOL    1       SPK Manual Ramp Control                  Off
533     INT     1       SPK Initial Ramp Volume Attenuation      0
534     INT     1       SPK Knee Ramp Volume Attenuation         0
535     INT     1       SPK Ramp Knee Time                       0
536     INT     1       SPK Ramp End Time                        0
537     INT     1       SPK Auto Ramp Safety Timeout             0
538     ENUM    1       SPK Audio Output Device                  Speaker
539     INT     1       SPK Calibration Resistance               9617
540     INT     1       SPK Ambient Temperature                  0
541     BOOL    1       SPK AMP Active Status                    Off
542     BOOL    1       SPK Spksw Gpio Switch                    Off
543     BYTE    128     SPK AMP WR Registers                      00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
544     ENUM    1       BTCVSD Band                              NB545     BOOL    1       BTCVSD Loopback Switch                   Off
546     BOOL    1       BTCVSD Bypass Switch                     On547     BOOL    1       BTCVSD Tx Mute Switch                    Off
548     BOOL    1       BTCVSD Tx Irq Received Switch            Off
549     BOOL    1       BTCVSD Tx Timeout Switch                 Off
550     BOOL    1       BTCVSD Rx Irq Received Switch            Off
551     BOOL    1       BTCVSD Rx Timeout Switch                 Off
552     BYTE    16      BTCVSD Rx Timestamp                       00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
553     BYTE    16      BTCVSD Tx Timestamp                       00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
554     ENUM    1       mtk_scp_ultra_pcm_dump                   Off
555     BYTE    36      mtk_scp_ultra_param_config                02  00  00  00  02  00  00  00  00  00  00  00  00  00  00  00  e0  01  00  00  00  04  00  00  00  00  00  00  00  00  00  00  00  00  00  00
556     BYTE    8       mtk_scp_ultra_gain_config                 00  00  00  00  00  00  00  00
557     INT     1       mtk_scp_ultra_engine_state               4
558     INT     1       dsp_primary_default_en                   5
559     INT     1       dsp_deepbuf_default_en                   5
560     INT     1       dsp_voipdl_default_en                    31561     BOOL    1       dsp_playback_default_en                  On562     BOOL    1       dsp_captureul1_default_en                On563     BOOL    1       dsp_offload_default_en                   Off
564     BOOL    1       dsp_a2dp_default_en                      On565     BOOL    1       dsp_bledl_default_en                     On566     BOOL    1       dsp_bleul_default_en                     On567     BOOL    1       dsp_dataprovider_default_en              Off
568     INT     1       dsp_call_final_default_en                0
569     INT     1       dsp_fast_default_en                      5
570     INT     1       dsp_spatializer_default_en               31571     BOOL    1       dsp_ktv_default_en                       On572     BOOL    1       dsp_captureraw_default_en                On573     BOOL    1       dsp_fm_default_en                        On574     BOOL    1       dsp_primary_runtime_en                   Off
575     BOOL    1       dsp_deepbuf_runtime_en                   Off
576     BOOL    1       dsp_voipdl_runtime_en                    Off
577     BOOL    1       dsp_playback_runtime_en                  Off
578     BOOL    1       dsp_music_runtime_en                     Off
579     BOOL    1       dsp_captureul1_runtime_en                Off
580     BOOL    1       dsp_offload_runtime_en                   Off
581     BOOL    1       dsp_a2dp_runtime_en                      Off
582     BOOL    1       dsp_bledl_runtime_en                     Off
583     BOOL    1       dsp_bleul_runtime_en                     Off
584     BOOL    1       dsp_dataprovider_runtime_en              Off
585     BOOL    1       dsp_fast_runtime_en                      Off
586     BOOL    1       dsp_spatializer_runtime_en               Off
587     BOOL    1       dsp_ktv_runtime_en                       Off
588     BOOL    1       dsp_captureraw_runtime_en                Off
589     BOOL    1       dsp_fm_runtime_en                        Off
590     BOOL    1       dsp_call_final_runtime_en                Off
591     BOOL    1       dsp_captureul1_ref_runtime_en            Off
592     BOOL    1       dsp_playback_ref_runtime_en              Off
593     BOOL    1       dsp_call_final_ref_runtime_en            Off
594     INT     1       audio_dsp_version                        1
595     INT     1       swdsp_smartpa_process_enable             0
596     BOOL    1       ktv_status                               Off
597     BOOL    1       audio_dsp_wakelock                       Off
598     INT     1       offload digital volume                   65536
599     INT     1       offload set format                       0
600     INT     1       offload_buffer_size                      0
601     INT     1       offload_target_rate                      0
602     BOOL    1       Ext_Speaker_Amp Switch                   Off
603     ENUM    1       MTK_SPK_TYPE_GET                         MTK_SPK_NOT_SMARTPA
604     ENUM    1       MTK_SPK_I2S_OUT_TYPE_GET                 MTK_SPK_I2S_3
605     ENUM    1       MTK_SPK_I2S_IN_TYPE_GET                  MTK_SPK_I2S_0
606     ENUM    1       DAC In Mux                               Normal Path
607     ENUM    1       HPL Mux                                  Open
608     ENUM    1       HPR Mux                                  Open
609     ENUM    1       RCV Mux                                  Open
610     ENUM    1       LOL Mux                                  Open
611     ENUM    1       AIF Out Mux                              Normal Path
612     ENUM    1       AIF2 Out Mux                             Normal Path
613     ENUM    1       MISO0_MUX                                UL1_CH1
614     ENUM    1       MISO1_MUX                                UL1_CH2
615     ENUM    1       MISO2_MUX                                UL2_CH1
616     ENUM    1       UL_SRC_MUX                               AMIC
617     ENUM    1       UL2_SRC_MUX                              AMIC
618     ENUM    1       VOW_UL_SRC_MUX                           AMIC
619     ENUM    1       DMIC0_MUX                                DMIC_DATA1_L_1
620     ENUM    1       DMIC1_MUX                                DMIC_DATA0
621     ENUM    1       DMIC2_MUX                                DMIC_DATA1_L_1
622     ENUM    1       VOW_AMIC0_MUX                            ADC_L
623     ENUM    1       VOW_AMIC1_MUX                            ADC_R
624     ENUM    1       ADC_L_Mux                                Idle
625     ENUM    1       ADC_R_Mux                                Idle
626     ENUM    1       ADC_3_Mux                                Idle
627     ENUM    1       PGA_L_Mux                                None
628     ENUM    1       PGA_R_Mux                                None
629     ENUM    1       PGA_3_Mux                                None
630     ENUM    1       RCV ASPTX Ref                            None
631     ENUM    1       RCV ASP TX1 Source                       DSPTX1
632     ENUM    1       RCV ASP TX2 Source                       Zero
633     ENUM    1       RCV ASP TX3 Source                       Zero
634     ENUM    1       RCV ASP TX4 Source                       Zero
635     ENUM    1       RCV DSP RX1 Source                       ASPRX1
636     ENUM    1       RCV DSP RX2 Source                       ASPRX1
637     ENUM    1       RCV PCM Source                           None
638     BOOL    1       RCV DRE Switch                           Off
639     BOOL    1       RCV VBSTMON Output Switch                Off
640     BOOL    1       RCV AMP Enable Switch                    Off
641     ENUM    1       SPK ASPTX Ref                            None
642     ENUM    1       SPK ASP TX1 Source                       Zero
643     ENUM    1       SPK ASP TX2 Source                       DSPTX1
644     ENUM    1       SPK ASP TX3 Source                       Zero
645     ENUM    1       SPK ASP TX4 Source                       Zero
646     ENUM    1       SPK DSP RX1 Source                       ASPRX2
647     ENUM    1       SPK DSP RX2 Source                       ASPRX2
648     ENUM    1       SPK PCM Source                           None
649     BOOL    1       SPK DRE Switch                           Off
650     BOOL    1       SPK VBSTMON Output Switch                Off
651     BOOL    1       SPK AMP Enable Switch                    Off
652     BYTE    4       RCV DSP1 Protection 400a4 HALO_STATE      00  00  00  02
653     BYTE    4       RCV DSP1 Protection 400a4 HALO_HEARTBEAT  00  94  9b  3d
654     BYTE    4       RCV DSP1 Protection 400a4 AUDIO_BLK_SIZE  00  00  00  20
655     BYTE    12      RCV DSP1 Protection 400a4 BUILD_JOB_NAME  00  4d  61  6e  00  75  61  6c  00  00  00  00
656     BYTE    4       RCV DSP1 Protection 400a4 BUILD_JOB_NUMBER  00  00  00  00
657     BYTE    4       RCV DSP1 Protection 400a4 AL_SAMPLE_RATE_HW  00  00  bb  80
658     BYTE    4       RCV DSP1 Protection 400a4 RATE_NUMBER_BANDS  00  00  00  01
659     BYTE    4       RCV DSP1 Protection 400a4 FIRMWARE_STATE  00  00  00  00
660     BYTE    4       RCV DSP1 Protection 400a4 EVENT_TIMEOUT   00  00  2e  e0
661     BYTE    4       RCV DSP1 Protection 400a4 _OFFSET_HOLD_TIME  00  00  00  00
662     BYTE    4       RCV DSP1 Protection 400a4 LE_FULL_US_BYPASS  00  00  00  00
663     BYTE    4       RCV DSP1 Protection 400a4 MAX_LRCLK_DELAY  00  00  00  10
664     BYTE    4       RCV DSP1 Protection cd CSPL_ENABLE        00  00  00  01
665     BYTE    4       RCV DSP1 Protection cd CSPL_COMMAND       00  00  00  08
666     BYTE    4       RCV DSP1 Protection cd CSPL_STATE         00  00  00  00
667     BYTE    4       RCV DSP1 Protection cd CSPL_ERRORNO       00  00  00  00
668     BYTE    4       RCV DSP1 Protection cd CSPL_TEMPERATURE   00  0a  05  20
669     BYTE    4       RCV DSP1 Protection cd UPDT_PRMS          00  00  00  00
670     BYTE    4       RCV DSP1 Protection cd CAL_R              00  00  20  7b
671     BYTE    4       RCV DSP1 Protection cd CAL_AMBIENT        00  00  00  17
672     BYTE    4       RCV DSP1 Protection cd CAL_STATUS         00  00  00  01
673     BYTE    4       RCV DSP1 Protection cd CAL_CHECKSUM       00  00  20  7c
674     BYTE    4       RCV DSP1 Protection cd CAL_R_SELECTED     00  00  20  7b
675     BYTE    4       RCV DSP1 Protection cd CAL_SET_STATUS     00  00  00  02
676     BYTE    4       RCV DSP1 Protection cd DIAG_F0            00  00  00  00
677     BYTE    4       RCV DSP1 Protection cd DIAG_Z_LOW_DIFF    00  00  00  00
678     BYTE    4       RCV DSP1 Protection cd DIAG_F0_STATUS     00  00  00  00
679     BYTE    4       RCV DSP1 Protection cd RTLOG_ENABLE       00  00  00  00
680     BYTE    4       RCV DSP1 Protection cd RTLOG_STATE        00  00  00  00
681     BYTE    4       RCV DSP1 Protection cd RTLOG_COUNT        00  00  00  00
682     BYTE    4       RCV DSP1 Protection cd RTLOG_FRMPRWIN     00  00  00  00
683     BYTE    60      RCV DSP1 Protection cd RTLOG_VARIABLE     00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
684     BYTE    120     RCV DSP1 Protection cd RTLOG_DATA         00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
685     BYTE    4       RCV DSP1 Protection cd BDLOG_MAX_TEMP     00  11  94  c4
686     BYTE    4       RCV DSP1 Protection cd BDLOG_MAX_EXC      00  03  99  9b
687     BYTE    4       RCV DSP1 Protection cd DLOG_OVER_TEMP_COUNT  00  00  00  00
688     BYTE    4       RCV DSP1 Protection cd BDLOG_OVER_EXC_COUNT  00  00  00  00
689     BYTE    4       RCV DSP1 Protection cd BDLOG_ABNORMAL_MUTE  00  00  00  00
690     BYTE    4       RCV DSP1 Protection cd BDLOG_VMON_LOW_FLAG  00  00  00  01
691     BYTE    4       RCV DSP1 Protection cd REDUCE_POWER       00  00  00  00
692     BYTE    4       RCV DSP1 Protection cd CH_BAL             00  00  00  00
693     BYTE    4       RCV DSP1 Protection cd ATTENUATION        00  7f  ff  ff
694     BYTE    4       RCV DSP1 Protection cd SPK_OUTPUT_POWER   00  00  00  00
695     BYTE    4       RCV DSP1 Protection cd ALGO_FRAME_DELAY   00  00  00  05
696     BYTE    4       RCV DSP1 Protection cd PROJECT_ID         00  00  00  00
697     BYTE    4       RCV DSP1 Protection cd TUNING_ID          00  00  00  00
698     BYTE    4       RCV DSP1 Protection cd SNAPSHOT_ID        00  00  00  00
699     BYTE    400     RCV DSP1 Protection cd UPDATE_PARAMS_CONFIG  00  00  00  21  00  00  00  04  00  00  03  00  00  00  04  d4  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  04  00  00  00  16  ff  82  92  c5  00  7b  25  dc  00  7e  2e  ef  ff  82  92  c5  00  7c  f6  ec  00  00  00  17  ff  81  ee  ca  00  7c  ca  11  00  7f  33  01  ff  81  ee  ca  00  7d  97  10  00  00  00  19  ff  81  f6  81  00  7e  09  30  00  7f  cc  4b  ff  81  f6  81  00  7e  3c  e5  00  00  00  1a  ff  a6  c5  70  00  5a  86  b0  00  7a  87  1d  ff  a6  c5  70  00  5f  ff  92  85  8e  cd  db  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
700     BYTE    4       RCV DSP1 Protection f20b EVNTLG_ENABLED   00  00  00  00
701     BYTE    4       RCV DSP1 Protection f20b EVNTLG_TS_SHIFT  00  00  00  04
702     BYTE    4       RCV DSP1 Protection f20b WAS_DISABLED     00  00  00  01
703     BYTE    4       RCV DSP1 Protection f20b BUFFER           00  00  00  00
704     BYTE    4       RCV DSP1 Protection f20b BUFFER_SIZE      00  00  00  20
705     BYTE    4       RCV DSP1 Protection f20b TRANSFER_COMPLETED  00  00  00  01
706     BYTE    4       RCV DSP1 Protection f20b NUM_LOST_EVENTS  00  00  00  00
707     BYTE    4       RCV DSP1 Protection f20b LOST_EVENT_COUNTER  00  00  00  00
708     BYTE    4       RCV DSP1 Protection f20b TRIGGER_INTERRUPT  00  00  00  00
709     BYTE    4       RCV DSP1 Protection f20b BUFFER_COUNT     00  00  00  01
710     BYTE    4       RCV DSP1 Protection f20b FREE_SLOTS       00  00  00  20
711     BYTE    4       RCV DSP1 Protection f20b W_PTR            00  00  00  00
